Процент_завершения;Базовая_длительность;Базовое_начало;Базовое_окончание;Начало;Окончание;Длительность;Причины_отклонений;Заметки;Уровень_структуры;БЛОК;Ид;Уникальный_идентификатор;Предшественники;Последователи;Дата_ограничения;Название;ЛОТ;ID_проекта;Уровень;Шифр_ПД_и_РД;Отклонение_начала;Отклонение_окончания
0%;30 д;01.06.25;30.06.25;01.06.25;30.06.25;30 д;;;4;Тендер;278;283;277НН+31 д;279НН+30 д;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;153 д;01.07.25;30.11.25;01.07.25;30.11.25;153 д;;;4;Тендер;279;284;278НН+30 д;538ОН-30 д;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;122 д;01.04.25;31.07.25;01.04.25;31.07.25;122 д;;;3;Тендер;280;285;;;НД;Наружные сети, НВК;;;4;;0 д;0 д
0%;61 д;01.04.25;31.05.25;01.04.25;31.05.25;61 д;;;4;Тендер;281;286;176;282ОН-31 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.05.25;31.05.25;01.05.25;31.05.25;31 д;;;4;Тендер;282;287;281ОН-31 д;"429;430;431;432;433;434;435;436;437;438;439;440;441;445ОН+31 д;283;442;443";НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;61 д;01.06.25;31.07.25;01.06.25;31.07.25;61 д;;;4;Тендер;283;288;282;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;153 д;01.04.25;31.08.25;01.04.25;31.08.25;153 д;;;3;Тендер;284;289;;;НД;Наружные сети, ЭОМ;;;4;;0 д;0 д
0%;61 д;01.04.25;31.05.25;01.04.25;31.05.25;61 д;;;4;Тендер;285;290;176;286ОН-31 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;61 д;01.05.25;30.06.25;01.05.25;30.06.25;61 д;;;4;Тендер;286;291;285ОН-31 д;"287ОН-30 д;451ОН+123 д;452ОН+123 д;453ОН+123 д;454ОН+123 д;455ОН+123 д;456ОН+123 д;457ОН+123 д;458ОН+123 д;459ОН+123 д;460ОН+123 д;461ОН+123 д;462ОН+123 д;463ОН+123 д;464ОН+123 д;465ОН+123 д;466ОН+123 д;467ОН+123 д;468ОН+123 д;469ОН+123 д;470ОН+123 д;4...";НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;92 д;01.06.25;31.08.25;01.06.25;31.08.25;92 д;;;4;Тендер;287;292;286ОН-30 д;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;153 д;01.04.25;31.08.25;01.04.25;31.08.25;153 д;;;3;Тендер;288;293;;;НД;Наружные сети, сети связи, газ;;;4;;0 д;0 д
0%;61 д;01.04.25;31.05.25;01.04.25;31.05.25;61 д;;;4;Тендер;289;294;176;"290НН+30 д;291";НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;61 д;01.05.25;30.06.25;01.05.25;30.06.25;61 д;;;4;Тендер;290;295;289НН+30 д;"291НН;517ОН+123 д";НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;92 д;01.06.25;31.08.25;01.06.25;31.08.25;92 д;;;4;Тендер;291;296;"289;290НН";"522ОН+91 д;523ОН+91 д;524ОН+91 д;520";НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;274 д;01.07.25;31.03.26;01.07.25;31.03.26;274 д;;;3;Тендер;292;297;;;НД;Основание под полы, полы, перекрытия;;;4;;0 д;0 д
0%;62 д;01.07.25;31.08.25;01.07.25;31.08.25;62 д;;;4;Тендер;293;298;233;294ОН-31 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.08.25;31.08.25;01.08.25;31.08.25;31 д;;;4;Тендер;294;299;293ОН-31 д;295ОН+122 д;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;90 д;01.01.26;31.03.26;01.01.26;31.03.26;90 д;;;4;Тендер;295;300;294ОН+122 д;;НД;Проведение тендеров изаключение договоров;;;5;;0 д;0 д
0%;245 д;01.06.25;31.01.26;01.06.25;31.01.26;245 д;;;3;Тендер;296;301;;;НД;Заполнение проемов;;;4;;0 д;0 д
0%;60 д;01.06.25;30.07.25;01.06.25;30.07.25;60 д;;;4;Тендер;297;302;231ОН-30 д;298ОН-30 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;4;Тендер;298;303;297ОН-30 д;299;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;184 д;01.08.25;31.01.26;01.08.25;31.01.26;184 д;;;4;Тендер;299;304;298;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;184 д;01.07.25;31.12.25;01.07.25;31.12.25;184 д;;;3;Тендер;300;305;;;НД;Внутренние сети, ЭОМ, ЭС, слаботочные сети, АПС, АК;;;4;;0 д;0 д
0%;62 д;01.07.25;31.08.25;01.07.25;31.08.25;62 д;;;4;Тендер;301;306;"234;237";302ОН-31 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.08.25;31.08.25;01.08.25;31.08.25;31 д;;;4;Тендер;302;307;301ОН-31 д;303ОН+30 д;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;92 д;01.10.25;31.12.25;01.10.25;31.12.25;92 д;;;4;Тендер;303;308;302ОН+30 д;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;184 д;01.07.25;31.12.25;01.07.25;31.12.25;184 д;;;3;Тендер;304;309;;;НД;Внутренние сети, ОВ и ВК, отопление, вентиляция, кондиционирование, АУПТ;;;4;;0 д;0 д
0%;62 д;01.07.25;31.08.25;01.07.25;31.08.25;62 д;;;4;Тендер;305;310;"240;241";306ОН-31 д;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.08.25;31.08.25;01.08.25;31.08.25;31 д;;;4;Тендер;306;311;305ОН-31 д;307ОН+30 д;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;92 д;01.10.25;31.12.25;01.10.25;31.12.25;92 д;;;4;Тендер;307;312;306ОН+30 д;"497НН+31 д;498НН+31 д;499НН+31 д;500НН+31 д;501НН+31 д;502НН+31 д;503НН+31 д;504НН+31 д;505НН+31 д;506НН+31 д;507НН+31 д;508НН+31 д;509НН+31 д;510НН+31 д;511НН+31 д;512НН+31 д;513НН+31 д;514НН+31 д;519";НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;245 д;01.06.25;31.01.26;01.06.25;31.01.26;245 д;;;3;Тендер;308;313;;;НД;Огнезащита;;;4;;0 д;0 д
0%;61 д;01.06.25;31.07.25;01.06.25;31.07.25;61 д;;;4;Тендер;309;314;243ОН-30 д;"310ОН-31 д;313ОН-61 д";НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;4;Тендер;310;315;309ОН-31 д;311ОН+92 д;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;92 д;01.11.25;31.01.26;01.11.25;31.01.26;92 д;;;4;Тендер;311;316;310ОН+92 д;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;365 д;01.06.25;31.05.26;01.06.25;31.05.26;365 д;;;3;Тендер;312;317;;;НД;Прочее (реклама, граффити, видеонаблюдение, элементы декора, и т.д.);;;4;;0 д;0 д
0%;61 д;01.06.25;31.07.25;01.06.25;31.07.25;61 д;;;4;Тендер;313;318;309ОН-61 д;"314ОН-31 д;315ОН+92 д";НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;4;Тендер;314;319;313ОН-31 д;;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;212 д;01.11.25;31.05.26;01.11.25;31.05.26;212 д;;;4;Тендер;315;320;313ОН+92 д;;НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
0%;0 д;НД;НД;31.05.26;16.06.26;17 д;;;3;;316;1448;;;НД;Здание ZaVoda разделы КЖ, КМ, ГП;;;4;;0 д;0 д
0%;0 д;НД;НД;31.05.26;04.06.26;5 д;;;4;;317;1450;244;318;НД;Проверка и корректировка РД;;;5;;0 д;0 д
0%;0 д;НД;НД;05.06.26;09.06.26;5 д;;;4;;318;1449;317;319;НД;Подготовка ВОР по готовой РД;;;5;;0 д;0 д
0%;0 д;НД;НД;10.06.26;16.06.26;7 д;;;4;;319;1447;318;"877ОН+15 д;980ОН+1 д";НД;Проведение тендеров и заключение договоров;;;5;;0 д;0 д
7%;913 д?;01.10.24;01.04.27;01.10.24;19.01.27;841 д?;;;1;СМР;320;523;;;НД;СМР;;;2;;0 д;-72 д
0%;548 д;01.06.25;30.11.26;01.06.25;30.11.26;548 д;;;2;СМР;321;524;220ОН+31 д;1163НН;НД;СОПРОВОЖДЕНИЕ СМР СО СТОРОНЫ ТЕХ.ЗАКАЗЧИКА;ЛОТ №58;;5;;0 д;0 д
0%;61 д;01.06.25;31.07.25;01.06.25;31.07.25;61 д;;;2;СМР;322;525;;;НД;Этап. СТРОИТЕЛЬНО-МОНТАЖНЫЕ РАБОТЫ;;;4;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;323;526;330;;НД;"Акт разбивки осей, вынос границ з/у ""в натуру""";;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;324;527;330;;НД;Акт передачи реперов;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;325;528;330;;НД;Акты освидетельствования грунтов (по заявкам);;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;326;529;330;;НД;Обеспечение точки временного подключения строительной площадки: эл-во, хвс;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;327;530;330;;НД;АКТ ПРИЕМА-ПЕРЕДАЧИ СТРОИТЕЛЬНОЙ ПЛОЩАДКИ;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;328;531;330;;НД;Извещение ГАСН о начале работ;;;5;;0 д;0 д
0%;31 д;01.07.25;31.07.25;01.07.25;31.07.25;31 д;;;3;СМР;329;532;330;;НД;Регистрация ГАСН Общего журнала работ;;;5;;0 д;0 д
0%;30 д;01.06.25;30.06.25;01.06.25;30.06.25;30 д;;;3;СМР;330;533;222;"323;324;325;326;327;328;329";НД;Сводный сметный расчет по стадии Р;;;5;;0 д;0 д
12%;549 д?;01.06.25;01.12.26;01.10.24;20.12.26;811 д?;;;2;СМР;331;534;;;НД;Общие работы;;;3;;-243 д;19 д
72%;184 д;01.08.25;31.01.26;01.08.25;31.01.26;184 д;;;3;СМР;332;535;;;НД;ПОДГОТОВИТЕЛЬНЫЕ РАБОТЫ ;ЛОТ №1;;4;;0 д;0 д
95%;184 д;01.08.25;31.01.26;01.08.25;31.01.26;184 д;;;4;СМР;333;536;;;НД;Устройство временных дорог, площадок (срезка ПРС, песок 100 мм, дорожные плиты);;;5;;0 д;0 д
100%;184 д;01.08.25;31.01.26;01.08.25;31.01.26;184 д;;;4;СМР;334;537;;;НД;Устройство площадки для хранения материалов (срезка ПРС, уплотнение, георешетка, щебень 200 мм);;;5;;0 д;0 д
0%;184 д;01.08.25;31.01.26;01.08.25;31.01.26;184 д;;;4;СМР;335;538;;;НД;Устройство пешеходных дорог шириной 1м;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;336;539;;;НД;Временное ограждение территории забором (профлист) с воротами;;;5;;0 д;0 д
0%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;337;540;;;НД;Устройство временных коммуникаций на стр. площадке (водопровод);;;5;;0 д;0 д
50%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;338;541;;;НД;Устройство временных коммуникаций на стр. площадке (техническая скважина 50м с оборудованием);;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;339;542;;;НД;Устройство временного электроснабжения (бытового городка, устройство щитов в зоне монтажа);;;5;;0 д;0 д
0%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;340;543;;;НД;Устройство временного освещения периметра;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;341;544;;;НД;Обеспечение точки подключения к временному электроснабжению (трансформатор);;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;342;545;;;НД;Устройство временного видеонаблюдения строительной площадки, СКУД;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;343;546;;;НД;Монтаж пожарного щита;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;344;547;;;НД;Монтаж места для курения;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;345;548;;;НД;Монтаж урны для мусора;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;346;549;;;НД;Монтаж места для отчистки обуви;;;5;;0 д;0 д
100%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;347;550;;;НД;Производство и монтаж бытового городка;;;5;;0 д;0 д
50%;61 д;01.08.25;30.09.25;01.08.25;30.09.25;61 д;;;4;СМР;348;551;;;НД;Устройство помывочного пункта для колесной техники с подключением;;;5;;0 д;0 д
50%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;3;СМР;349;552;;;НД;СОДЕРЖАНИЕ СТРОИТЕЛЬНОЙ ПЛОЩАДКИ;ЛОТ №2;;4;;0 д;0 д
50%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;4;СМР;350;553;;;НД;Обслуживание строительной площадки;2.1;;4;;0 д;0 д
100%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;351;554;;;НД;Возмещаемое электроснабжение на период строительства;;;5;;0 д;0 д
100%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;352;555;;;НД;Обслуживание стройплощадки ( в т.ч. туалеты, помывочные пункты для колесной техники, уборка территории);;;5;;0 д;0 д
0%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;353;556;;;НД;Оплата интернета для штаба строительства;;;5;;0 д;0 д
0%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;354;557;;;НД;Демобилизация (демонтаж ограждения);;;5;;0 д;0 д
50%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;4;СМР;355;558;;;НД;Должная осмотрительность;2.2;;4;;0 д;0 д
100%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;356;559;;;НД;Монтаж временного КПП;;;5;;0 д;0 д
100%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;357;560;;;НД;СКУД, видеонаблюдение;;;5;;0 д;0 д
0%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;358;561;;;НД;Охрана объекта 2 пост/ 3 чел.;;;5;;0 д;0 д
0%;457 д;01.08.25;31.10.26;01.08.25;31.10.26;457 д;;;5;СМР;359;562;;;НД;Должная осмотрительность;;;5;;0 д;0 д
100%;214 д;01.06.25;31.12.25;01.06.25;31.12.25;214 д;;;3;СМР;360;563;;;НД;Земляные работы;ЛОТ №3;;4;;0 д;0 д
100%;92 д;01.06.25;31.08.25;01.06.25;31.08.25;92 д;;;4;СМР;361;564;"222ОН-30 д;271ОН-30 д";540НН;НД;Срезка растительного слоя с перемещением по строительной площадке h=300мм.;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;362;565;"222ОН+61 д;271";;НД;Утилизация растительного грунта;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;363;566;"222ОН+61 д;271";;НД;Складирование/окучивание растительного грунта;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;364;567;"222ОН+61 д;271";;НД;Разработка грунта с погрузкой на самосвалы;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;365;568;"222ОН+61 д;271";;НД;Перемещение грунта по строительной площадке;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;366;569;"222ОН+61 д;271";"542ОН-120 д;657ОН-40 д;659ОН-40 д;767ОН+25 д;769ОН+27 д;773ОН+26 д;776ОН+56 д;777ОН+56 д;778ОН+56 д;779ОН+56 д;780ОН+56 д;781ОН+56 д;782ОН+56 д;783ОН+56 д;784ОН+56 д;663ОН-21 д;670ОН-7 д;671ОН-7 д;672ОН-7 д;673ОН-7 д;674ОН-7 д";НД;Устройство насыпи из грунта с послойным уплотнением до требуемого коэфициэнта, в соответствии с требованиями проектной документации;;;5;;0 д;0 д
100%;153 д;01.08.25;31.12.25;01.08.25;31.12.25;153 д;;;4;СМР;367;570;"222ОН+61 д;271";;НД;Планировка участка до проектной отметки;;;5;;0 д;0 д
0%;183 д;01.04.26;30.09.26;01.04.26;30.09.26;183 д;;;3;СМР;368;571;;;НД;Благоустройство;ЛОТ №4;;4;;0 д;0 д
0%;183 д;01.04.26;30.09.26;01.04.26;30.09.26;183 д;;;4;СМР;369;572;275ОН+182 д;;НД;Основание под асфальтирование: стабилизация (лето 2025);;;5;;0 д;0 д
0%;183 д;01.04.26;30.09.26;01.04.26;30.09.26;183 д;;;4;СМР;370;573;275ОН+182 д;;НД;Основание под асфальтирование: песок 200 мм, щебень 200 мм, георешетка (лето 2025);;;5;;0 д;0 д
0%;183 д;01.04.26;30.09.26;01.04.26;30.09.26;183 д;;;4;СМР;371;574;275ОН+182 д;;НД;"Асфальтирование горячий пористый асфальтобетон марки II из крупнозернистой щебеночной (гравийной) смеси, марка битума БНД-60/90 -60мм.; горячий плотный асфальтобетон марки II из мелкозернистой щебеночной 50 мм (гравийной) смеси типа Б, марка битума БНД/БН";;;5;;0 д;0 д
0%;183 д;01.04.26;30.09.26;01.04.26;30.09.26;183 д;;;4;СМР;372;575;275ОН+182 д;"373ОН-92 д;374ОН-92 д;375ОН-92 д;376ОН-92 д;377ОН-92 д;378ОН-92 д;379ОН-92 д;380ОН-92 д;381ОН-92 д;382ОН-92 д;383ОН-92 д;384ОН-92 д;385ОН-92 д;386ОН-92 д;387ОН-92 д;388ОН-92 д;389ОН-92 д;390ОН-92 д;391ОН-92 д;392ОН-92 д;393ОН-92 д;394ОН-92 д;395ОН-92 д...";НД;Асфальтирование горячий пористый асфальтобетон марки II из крупнозернистой щебеночной (гравийной) смеси, марка битума БНД-60/90 -60мм. (с бордюром и разметкой термопастиком);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;373;576;372ОН-92 д;;НД;Радиусный бордюр (лето 2025);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;374;577;372ОН-92 д;;НД;Покрытие тротуаров, отмостки из асфальтобетона -50мм с основанием;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;375;578;372ОН-92 д;;НД;Покрытие тротуаров, отмостки из тротуарных плит, с основанием;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;376;579;372ОН-92 д;;НД;Устройство примыканий с водопропускными трубами не менее 40м;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;377;580;372ОН-92 д;;НД;Покрытие площадок из резиновой крошки с основанием;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;378;581;372ОН-92 д;;НД;Подпорные стены (в тч земляные работы, основание, бетонная подготовка);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;379;582;372ОН-92 д;;НД;Покрытие дорожки из асфальтобетонной крошки/щебня (парк);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;380;583;372ОН-92 д;;НД;Основание под настил из террасной доски;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;381;584;372ОН-92 д;;НД;Настил из террасной доски (лиственница);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;382;585;372ОН-92 д;;НД;Газон;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;383;586;372ОН-92 д;;НД;Устройство ограждения земельного участка h=2,0м (фасад);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;384;587;372ОН-92 д;;НД;Устройство ограждения земельного участка h=2,0м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;385;588;372ОН-92 д;;НД;Устройство ограждения контейнерной площадки (профлист на металлическом каркасе, цвет RAL 7024);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;386;589;372ОН-92 д;;НД;Устройство ограждения земельного участка h=2,5м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;387;590;372ОН-92 д;;НД;Устройство откатных ворот для проема шириной 8.0 м, h=2.0 м;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;388;591;372ОН-92 д;;НД;Устройство распашных ворот (2 створки) для проема шириной 6м, h=2.0 м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;389;592;372ОН-92 д;;НД;Устройство распашных ворот (2 створки) для проема шириной 4.5 м, h=2.0 м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;390;593;372ОН-92 д;;НД;Устройство распашных ворот (2 створки) для проема шириной 3.5 м, h=2.0 м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;391;594;372ОН-92 д;;НД;Устройство калитки в ограждении b=1,2м (FENSYS или аналог);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;392;595;372ОН-92 д;;НД;Устройство фундаментов для колесных напраляющих;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;393;596;372ОН-92 д;;НД;Площадка под мусорные конейнеры на 8м3;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;394;597;372ОН-92 д;;НД;Площадка под мусорные конейнеры на 1,1м3;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;395;598;372ОН-92 д;;НД;Опора освещения с фонарем;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;396;599;372ОН-92 д;;НД;Навес для техники;;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;397;600;372ОН-92 д;;НД;Бытовой городок (РММ, хранение инструментов);;;5;;0 д;0 д
0%;92 д;01.07.26;30.09.26;01.07.26;30.09.26;92 д;;;4;СМР;398;601;372ОН-92 д;;НД;Капельный полив;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;3;СМР;399;602;;;НД;Ландшафтное озеленение. МАФ;ЛОТ №5;;4;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;400;603;372ОН-61 д;;НД;Ландшафтное озелениение - многолетние травы, кустарники, деревья (в т.ч.аллея);;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;401;604;372ОН-61 д;;НД;Ландшафтное озелениение у АБК Base;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;402;605;372ОН-61 д;;НД;Ландшафтное озелениение у АБК Point;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;403;606;372ОН-61 д;;НД;Ландшафтное озелениение у АБК Studio;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;404;607;372ОН-61 д;;НД;Ландшафтное озелениение у АБК Urban;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;405;608;372ОН-61 д;;НД;Ландшафтное озелениение у АБК Urban (большая зона);;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;406;609;372ОН-61 д;;НД;Дорожные знаки;;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;407;610;372ОН-61 д;;НД;МАФ (скамейки);;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;408;611;372ОН-61 д;;НД;МАФ (урны);;;5;;0 д;0 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;409;612;372ОН-61 д;411ОО;НД;МАФ (велопарковка на 5 мест);;;5;;0 д;0 д
0%;123 д;01.08.26;01.12.26;01.08.26;20.12.26;142 д;;;3;СМР;410;613;;;НД;Объекты благоустройства;ЛОТ №6;;4;;0 д;19 д
0%;92 д;01.08.26;31.10.26;01.08.26;31.10.26;92 д;;;4;СМР;411;614;409ОО;;НД;КПП отдельностоящее, заводского изготовления 2,4*6,4м с отделкой;;;5;;0 д;0 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;412;615;227;;НД;Шлагбаум 4м (одна стрела);;;5;;19 д;19 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;413;616;227;;НД;Шлагбаум 5м (одна стрела);;;5;;19 д;19 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;414;617;227;;НД;Шлагбаум 5,5м (одна стрела);;;5;;19 д;19 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;415;618;227;;НД;Шлагбаум 6м (одна стрела);;;5;;19 д;19 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;416;619;227;;НД;Стол для настольного тенниса;;;5;;19 д;19 д
0%;92 д;01.09.26;01.12.26;20.09.26;20.12.26;92 д;;;4;СМР;417;620;227;;НД;Workout без теннисного стола с покрытием из резиновой крошки;;;5;;19 д;19 д
