Процент_завершения;Базовая_длительность;Базовое_начало;Базовое_окончание;Начало;Окончание;Длительность;Причины_отклонений;Заметки;Уровень_структуры;БЛОК;Ид;Уникальный_идентификатор;Предшественники;Последователи;Дата_ограничения;Название;ЛОТ;ID_проекта;Уровень;Шифр_ПД_и_РД;Отклонение_начала;Отклонение_окончания
5%;1218 д?;01.10.24;31.01.28;01.10.24;31.01.28;1218 д?;;;0;;0;0;;;НД;msp_dmitrivsky1;;;1;;0 д;0 д
0%;244 д;01.10.24;01.06.25;01.10.24;01.06.25;244 д;;;1;Продукт;1;210;;;НД;ПРОДУКТ;;;2;;0 д;0 д
0%;183 д;01.10.24;01.04.25;01.10.24;01.04.25;183 д;;;2;Продукт;2;211;;;НД;Этап ГОТОВЫЙ ПРОДУКТ;;;4;;0 д;0 д
0%;183 д;01.10.24;01.04.25;01.10.24;01.04.25;183 д;;;3;Продукт;3;212;;4НН;НД;Предварительные планировочные решения ,;;;5;;0 д;0 д
0%;30 д;01.10.24;30.10.24;01.10.24;30.10.24;30 д;;;3;Продукт;4;213;3НН;5НН;НД;Предварительный расчёт нагрузок;;;5;;0 д;0 д
0%;62 д;01.10.24;01.12.24;01.10.24;01.12.24;62 д;;;3;Продукт;5;214;4НН;"6НН+31 д;24;18;19;20;21";НД;Due diligence. Юридический анализ правового статуса земельного участка (при необходимости);;;5;;0 д;0 д
0%;60 д;01.11.24;30.12.24;01.11.24;30.12.24;60 д;;;3;Продукт;6;215;5НН+31 д;7;НД;Эскизный проект , корректировка эскизного проекта;;;5;;0 д;0 д
0%;31 д;31.12.24;30.01.25;31.12.24;30.01.25;31 д;;;3;Продукт;7;216;6;8НН;НД;Структура безопасности объекта и техническое задание на проектирование;;;5;;0 д;0 д
0%;61 д;31.12.24;01.03.25;31.12.24;01.03.25;61 д;;;3;Продукт;8;217;7НН;9НН+31 д;НД;Эскизный проект ( ГП, АР) + таблица КО;;;5;;0 д;0 д
0%;30 д;31.01.25;01.03.25;31.01.25;01.03.25;30 д;;;3;Продукт;9;218;8НН+31 д;10НН;НД;Предварительный расчёт нагрузок (уточнённый);;;5;;0 д;0 д
0%;30 д;31.01.25;01.03.25;31.01.25;01.03.25;30 д;;;3;Продукт;10;219;9НН;11НН;НД;Входной контроль ЭП и передача в работу на УСР;;;5;;0 д;0 д
0%;30 д;31.01.25;01.03.25;31.01.25;01.03.25;30 д;;;3;Продукт;11;220;10НН;12НН;НД;Приказ о наименовании объекта;;;5;;0 д;0 д
0%;61 д;31.01.25;01.04.25;31.01.25;01.04.25;61 д;;;3;Продукт;12;221;11НН;"13НН+30 д;16НН";НД;Технические задания на строения , Техническое задание на общую инфраструктуру;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;13;222;12НН+30 д;14НН;НД;Укрупнённый сметный расчёт;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;14;223;13НН;;НД;График прямых затрат (СМР, ИРД);;;5;;0 д;0 д
0%;31 д;01.03.25;31.03.25;01.03.25;31.03.25;31 д;;;3;Продукт;15;224;170ОН-31 д;;НД;Перерасчет графика прямых затрат за 2 месяца до получения Р/С;;;5;;0 д;0 д
0%;30 д;31.01.25;01.03.25;31.01.25;01.03.25;30 д;;;3;Продукт;16;225;12НН;17НН;НД;Технические описания на помещения (Боксы);;;5;;0 д;0 д
0%;30 д;31.01.25;01.03.25;31.01.25;01.03.25;30 д;;;3;Продукт;17;226;16НН;;НД;Согласование ГП с УК;;;5;;0 д;0 д
0%;31 д;02.12.24;01.01.25;02.12.24;01.01.25;31 д;;;3;Продукт;18;227;5;;НД;План продаж;;;5;;0 д;0 д
0%;31 д;02.12.24;01.01.25;02.12.24;01.01.25;31 д;;;3;Продукт;19;228;5;;НД;Операционные затраты/расходы (OPEX);;;5;;0 д;0 д
0%;31 д;02.12.24;01.01.25;02.12.24;01.01.25;31 д;;;3;Продукт;20;229;5;;НД;Маркетинговый план;;;5;;0 д;0 д
0%;60 д;02.12.24;30.01.25;02.12.24;30.01.25;60 д;;;3;Продукт;21;230;5;"22ОН+30 д;23ОН+30 д;25ОН+30 д;26ОН+30 д;27ОН+30 д";НД;Рендеры;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;22;231;21ОН+30 д;;НД;Балансовое разграничение внутриплощадочных инженерных сетей;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;23;232;21ОН+30 д;;НД;Таблица-тарифы, налоги;;;5;;0 д;0 д
0%;60 д;02.12.24;30.01.25;02.12.24;30.01.25;60 д;;;3;Продукт;24;233;5;;НД;Ресурсные карты на персонал;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;25;234;21ОН+30 д;;НД;Лист согласования;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;26;235;21ОН+30 д;;НД;Распоряжение;;;5;;0 д;0 д
0%;31 д;02.03.25;01.04.25;02.03.25;01.04.25;31 д;;;3;Продукт;27;236;21ОН+30 д;"29;30;31;32";НД;Рассмотрение и утверждение на инвестиционном комитете;;;5;;0 д;0 д
0%;61 д;02.04.25;01.06.25;02.04.25;01.06.25;61 д;;;2;Продукт;28;237;;;НД;Этап ИНВЕСТИЦИОННАЯ ФАЗА;;;4;;0 д;0 д
0%;30 д;02.04.25;01.05.25;02.04.25;01.05.25;30 д;;;3;Продукт;29;238;27;;НД;Подготовка сквозного бюджета;;;5;;0 д;0 д
0%;30 д;02.04.25;01.05.25;02.04.25;01.05.25;30 д;;;3;Продукт;30;239;27;;НД;Финансовая модель для банка;;;5;;0 д;0 д
0%;30 д;02.04.25;01.05.25;02.04.25;01.05.25;30 д;;;3;Продукт;31;240;27;"38;39";НД;Согласование финансовой модели на инвестиционном комитете;;;5;;0 д;0 д
0%;30 д;02.04.25;01.05.25;02.04.25;01.05.25;30 д;;;3;Продукт;32;241;27;"33;34;35";НД;"Презентация и обоснование схемы проекта ""Пирог"".";;;5;;0 д;0 д
0%;31 д;02.05.25;01.06.25;02.05.25;01.06.25;31 д;;;3;Продукт;33;242;32;;НД;Утверждение юридической схемы;;;5;;0 д;0 д
0%;31 д;02.05.25;01.06.25;02.05.25;01.06.25;31 д;;;3;Продукт;34;243;32;;НД;Реестр и бюджет инвестиций;;;5;;0 д;0 д
0%;31 д;02.05.25;01.06.25;02.05.25;01.06.25;31 д;;;3;Продукт;35;244;32;;НД;Распоряжение Руководителя Холдинга об утверждении готового продукта, фин.модели, выдача в производство работ;;;5;;0 д;0 д
0%;305 д;01.10.24;01.08.25;01.10.24;01.08.25;305 д;;;1;Финансы;36;245;;;НД;ФИНАНСЫ;;;2;;0 д;0 д
0%;61 д;02.05.25;01.07.25;02.05.25;01.07.25;61 д;;;2;Финансы;37;246;;;НД;Этап БЮДЖЕТ ПРОЕКТА;;;4;;0 д;0 д
0%;31 д;02.05.25;01.06.25;02.05.25;01.06.25;31 д;;;3;Финансы;38;247;31;46;НД;Формирование бюджета прямых затрат (ИРД, ПРОЕКТ, ЗЕМЛЯ, в т.ч. формирование графика выборки и графика закрытия), предварительный смр;;;5;;0 д;0 д
0%;31 д;02.05.25;01.06.25;02.05.25;01.06.25;31 д;;;3;Финансы;39;248;31;46;НД;Утверждение бюджета на инвесткомитете ИРД;;;5;;0 д;0 д
0%;29 д;03.05.25;31.05.25;03.05.25;31.05.25;29 д;;;3;Финансы;40;249;222ОН-29 д;;НД;Пересчет бюджета;;;5;;0 д;0 д
0%;29 д;03.05.25;31.05.25;03.05.25;31.05.25;29 д;;;3;Финансы;41;250;222ОН-29 д;;НД;Формирование бюджета СМР, ВВОД ( накладных расходов по проекту);;;5;;0 д;0 д
0%;29 д;03.05.25;31.05.25;03.05.25;31.05.25;29 д;;;3;Финансы;42;251;222ОН-29 д;;НД;Бюджет по ГУ, Бюджет резервного фонда;;;5;;0 д;0 д
0%;29 д;03.05.25;31.05.25;03.05.25;31.05.25;29 д;;;3;Финансы;43;252;222ОН-29 д;;НД;Бюджет УК (прогноз),Бюджет активов (прогноз);;;5;;0 д;0 д
0%;60 д;03.05.25;01.07.25;03.05.25;01.07.25;60 д;;;3;Финансы;44;253;222ОН-29 д;;НД;Утверждение бюджета на инвесткомитете СМР;;;5;;0 д;0 д
0%;305 д;01.10.24;01.08.25;01.10.24;01.08.25;305 д;;;2;Финансы;45;254;;;НД;РАБОТА С БАНКОМ;ЛОТ №57;;4;;0 д;0 д
0%;1 д;02.06.25;02.06.25;02.06.25;02.06.25;1 д;;;3;Финансы;46;255;"38;39";;НД;Запрос в банках пакета документов и взаимодействие с банками по кредитованию;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;47;256;;;НД;Оформление страховки;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;48;257;;;НД;Подача заявки на кредитование;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;49;258;;;НД;Предоставление информации в банк (анкеты, справки, выписки, расшифровки, фин,модель и т.д.);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;50;259;;;НД;Заключение служб банка;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;51;260;;;НД;Проведение КК;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;52;261;;;НД;Выписка из Решения;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;53;262;;;НД;Подписание КОД и ДЗ;;;5;;0 д;0 д
0%;1 д;01.08.25;01.08.25;01.08.25;01.08.25;1 д;;;3;Финансы;54;263;;1162;01.08.25;Получение денежных средств по кредитной линии;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;55;264;;;НД;Оформление залогов;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;56;265;;;НД;Выполнение отлагательных условий для доступа к выборке;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;Финансы;57;266;;;НД;Выборка ковенант из КОД и презентация службам Холдинга;;;5;;0 д;0 д
0%;1218 д;01.10.24;31.01.28;01.10.24;31.01.28;1218 д;;;1;ИРД;58;321;;;НД;ИРД;;;2;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;2;ИРД;59;322;;;НД;ПОДГОТОВИТЕЛЬНЫЕ РАБОТЫ ИРД;ЛОТ №59;;4;;0 д;0 д
0%;1218 д;01.10.24;31.01.28;01.10.24;31.01.28;1218 д;;;2;ИРД;60;323;;;НД;ЗЕМЛЯ;ЛОТ №50;;4;;0 д;0 д
0%;59 д;01.01.25;28.02.25;01.01.25;28.02.25;59 д;;;3;ИРД;61;324;70;62ОН-29 д;НД;Подписание соглашения о сотрудничестве;;;5;;0 д;0 д
0%;29 д;31.01.25;28.02.25;31.01.25;28.02.25;29 д;;;3;ИРД;62;325;61ОН-29 д;;НД;Подписание инвестиционного соглашения;;;5;;0 д;0 д
0%;151 д;01.10.24;28.02.25;01.10.24;28.02.25;151 д;;;3;ИРД;63;326;;"64ОН-30 д;65ОН-30 д;66ОН-30 д";НД;Постановка на кадастровый учет з/у;;;5;;0 д;0 д
0%;30 д;30.01.25;28.02.25;30.01.25;28.02.25;30 д;;;3;ИРД;64;327;63ОН-30 д;;НД;Подписание договора субаренды ЗУ с получением согласия собственника ЗУ;;;5;;0 д;0 д
0%;30 д;30.01.25;28.02.25;30.01.25;28.02.25;30 д;;;3;ИРД;65;328;63ОН-30 д;;НД;Передача земельного участка;;;5;;0 д;0 д
0%;30 д;30.01.25;28.02.25;30.01.25;28.02.25;30 д;;;3;ИРД;66;329;63ОН-30 д;"70НН-60 д;67";НД;Регистрация договора субаренды;;;5;;0 д;0 д
0%;1036 д;01.03.25;31.12.27;01.03.25;31.12.27;1036 д;;;3;ИРД;67;330;66;68;НД;Оплата арендных платежей;;;5;;0 д;0 д
0%;31 д;01.01.28;31.01.28;01.01.28;31.01.28;31 д;;;3;ИРД;68;331;67;;НД;Выкуп земельного участка с получением согласия собственника ЗУ;;;5;;0 д;0 д
0%;31 д;01.12.24;31.12.24;01.12.24;31.12.24;31 д;;;2;ИРД;69;332;;;НД;ЭТАП. ПОЛУЧЕНИЕ ГПЗУ;;;4;;0 д;0 д
0%;31 д;01.12.24;31.12.24;01.12.24;31.12.24;31 д;;;3;ИРД;70;333;66НН-60 д;"1154;61;170НН;171НН;172НН;173НН;174НН;175НН;176НН;177НН;178НН;179НН;180НН;181НН;182НН;183НН;184НН;185НН;186НН;187НН;188НН;189НН;259ОН+31 д;260ОН+31 д;125;129;130;131;132;137;142ОН-31 д";НД;Получение ГПЗУ;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;2;ИРД;71;334;;;НД;Этап . ТЕХНИЧЕСКИЕ УСЛОВИЯ ЛИМИТЫ ;ЛОТ №53;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;72;335;;;НД;Расчет нагрузок на каждую сеть;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;73;336;;;НД;Опросный лист ( температурный режим, распределение по точкам, давление системы);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;74;337;;;НД;Стоимость лимита по электроэнергии _________кВт , газа___м3, хвс м3/сут, хоз.быт ___ м3/сут;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;75;338;;;НД;Электроснабжение:;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;76;339;;;НД;Получение технических условий на технологическое присоединение____ кВт, НА ПЕРИОД СТРОИТЕЛЬСТВА ____кВт;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;77;340;;;НД;Покупка лимитов на технологическое присоединение ______ кВт (включено в инвест.соглашение);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;78;341;;;НД;Покупка лимитов на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;79;342;;;НД;Газоснабжение:;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;80;343;;;НД;Получение технических условий на технологическое присоединение __ м3/час;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;81;344;;;НД;Покупка дополнительных лимитов на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;82;345;;;НД;Водоснабжение:;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;83;346;;;НД;Получение технических условий на технологическое присоединение ___ м3/сутки, НА ПЕРИОД СТРОИТЕЛЬСТВА ____ м3/сут;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;84;347;;;НД;Покупка лимитов на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;85;348;;;НД;Водоотведение ливневых стоков;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;86;349;;;НД;Получение технических условий на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;87;350;;;НД;Покупка лимитов на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;88;351;;;НД;Водоотведение хоз.-бытовых стоков;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;89;352;;;НД;Получение технических условий на технологическое присоединение ____ м3/сутки, НА ПЕРИОД СТРОИТЕЛЬСТВА ___ м3/сут;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;90;353;;;НД;Покупка лимитов на технологическое присоединение;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;91;354;;;НД;Сети передачи данных и телефонизация:;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;92;355;;;НД;"Технические условия на присоединение к сетям передачи данных АО ""Мастертел"" и телефонизацию объекта нового строительства";;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;93;356;;;НД;Примыкания к УДС:;;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;94;357;;;НД;ТЕХНИЧЕСКИЕ УСЛОВИЯ АО КРМО на присоединение объекта к автомобильной дороге МЕСТНОГО значения;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;95;358;;;НД;СОГЛАСИЕ, СОДЕРЖАЩЕЕ ТЕХНИЧЕСКИЕ ТРЕБОВАНИЯ И УСЛОВИЯ ГБУ МО «Мосавтодор» на присоединение объекта к автомобильной дороге ___________;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;96;359;;;НД;СОГЛАСИЕ, СОДЕРЖАЩЕЕ ТЕХНИЧЕСКИЕ ТРЕБОВАНИЯ И УСЛОВИЯ ГБУ МО «Мосавтодор» на строительство (размещение) производственно-складского комплекса у автомобильной дороги __________;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;4;ИРД;97;360;;;НД;СОГЛАСИЕ, СОДЕРЖАЩЕЕ ТЕХНИЧЕСКИЕ ТРЕБОВАНИЯ И УСЛОВИЯ ГБУ МО «Мосавтодор» - Согласование устройства инженерных коммуникаций (водоснабжение, сети связи, электроснабжение);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;2;ИРД;98;361;;;НД;ИНЖЕНЕРНЫЕ ИЗЫСКАНИЯ;ЛОТ №54;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;99;362;;;НД;Подеревныцй план, перечетная ведомость ( при необходиомтси);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;100;363;;;НД;Получение разрешения на вырубку зеленых насаждений (при необходимости);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;101;364;;;НД;Вырубка и утилизация насаждений (при необходимости);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;102;365;;;НД;Компенсационый платеж;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;103;366;;;НД;Разработка и Утверждение Технического задания инженерно-геодезические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;104;367;;;НД;Инженерно-геодезические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;105;368;;;НД;Согласование топографической съёмки: МОЭСК, Мосавтодор, КМО, Мособлгаз;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;106;369;;;НД;Разработка и Утверждение Технического задания инженерно-геологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;107;370;;;НД;Предварительные инженерно-геологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;108;371;;;НД;Инженерно-геологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;109;372;;;НД;Разработка и Утверждение Технического задания инженерно-экологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;110;373;;;НД;Инженерно-экологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;111;374;;;НД;Разработка и Утверждение Технического задания гидрогеологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;112;375;;;НД;Инженерно-гидрогеологические изыскания;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;2;ИРД;113;376;;;НД;СПРАВКИ/ЗАКЛЮЧЕНИЯ;ЛОТ №51;;4;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;114;377;;;НД;Заключение об отсутствии полезных ископаемых;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;115;378;;;НД;Мосводоканал письмо ЗСО;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;116;379;;;НД;Справка о краткой климатической хар-ке;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;117;380;;;НД;Справка о фоновых концентрациях загр.веществ;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;118;381;;;НД;Справка об отсутствии сведений о местах обитания (произрастания) видов растений и животных, занесенных в Красную книгу Московской области;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;119;382;;;НД;Справка об отсутствии в границах земельного участка особо охраняемых природных территорий регионального значения и их охранных зон в соответствии со Схемой развития и размещения особо охраняемых природных территорий в Московской области;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;120;383;;;НД;Согласование размещения объекта в непосредственной близости от подземных  источников питьевого водоснабжения (Зона санитарной охраны источников водоснабжения и водопроводов питьевого назначения III пояс);;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;121;384;;;НД;Согласование размещения объекта на территории Государственного Лесного реестра ;;;5;;0 д;0 д
0%;1 д;01.10.24;01.10.24;01.10.24;01.10.24;1 д;;;3;ИРД;122;385;;;НД;Получение РАЗРЕШЕНИЯ на перемещение отходов строительства, сноса зданий и сооружений, в том числе грунтов;;;5;;0 д;0 д
0%;121 д;01.12.24;31.03.25;01.12.24;31.03.25;121 д;;;2;ИРД;123;386;;;НД;СОГЛАСОВАНИЯ;ЛОТ №52;;4;;0 д;0 д
0%;59 д;01.01.25;28.02.25;01.01.25;28.02.25;59 д;;;3;ИРД;124;387;;;НД;Этап . АРХИТЕКТУРНО-ГРАДОСТРОИТЕЛЬНЫЙ ОБЛИК (АГО);;;4;;0 д;0 д
0%;31 д;01.01.25;31.01.25;01.01.25;31.01.25;31 д;;;4;ИРД;125;388;70;"126;127";НД;"Предоставление Раздел 2 ""Схема планировочной организации земельного участка"" ,Раздел 3 ""Архитектурные решения""";;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;126;389;125;;НД;Подготовка материалов для согласвания в Мособлархитектуре;;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;127;390;125;;НД;Получение свидетельства об утверждении АГО, либо Решение об отсутствии необходимости разработки АГО;;;5;;0 д;0 д
0%;90 д;01.01.25;31.03.25;01.01.25;31.03.25;90 д;;;3;ИРД;128;391;;;НД;Этап . АЭРОПОРТЫ;;;4;;0 д;0 д
0%;31 д;01.01.25;31.01.25;01.01.25;31.01.25;31 д;;;4;ИРД;129;392;70;;НД;Приаэродромная территория ;;;5;;0 д;0 д
0%;59 д;01.01.25;28.02.25;01.01.25;28.02.25;59 д;;;4;ИРД;130;393;70;;НД;Оценка влияния Объекта на работу радиотехических средств и навигации аэродрома;;;5;;0 д;0 д
0%;31 д;01.01.25;31.01.25;01.01.25;31.01.25;31 д;;;4;ИРД;131;394;70;;НД;Предоставление исходных данных: Высота объекта относительно уровня земли, Абсолютная / относительная отметка наивысшей точки объекта, Абсолютная высота поверхности земли в месте планируемого размещения объекта, координаты объекта в системе координат ПЗ-90;;;5;;0 д;0 д
0%;31 д;01.01.25;31.01.25;01.01.25;31.01.25;31 д;;;4;ИРД;132;395;70;"133;134;135";НД;Подготовка протоколов по оценке влияния источников неблагоприятного воздействия оборудования аэродромов и полетов воздушных судов Московского узлового диспетчерского района по фактору авиационный шум;;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;133;396;132;;НД;Экспертное заключение во ФБУЗ «Центр гигиены и эпидемиологии по Московской области»;;;5;;0 д;0 д
0%;59 д;01.02.25;31.03.25;01.02.25;31.03.25;59 д;;;4;ИРД;134;397;132;;НД;Санитарно-эпидемиологическое заключение ТУ Роспотребнадзора по Московской области;;;5;;0 д;0 д
0%;59 д;01.02.25;31.03.25;01.02.25;31.03.25;59 д;;;4;ИРД;135;398;132;;НД;Согласование с аэропортом МТУ ФАВТ;;;5;;0 д;0 д
0%;59 д;01.01.25;28.02.25;01.01.25;28.02.25;59 д;;;3;ИРД;136;399;;;НД;Этап . Заключение Главного управления культурного наследия Московской области;;;4;;0 д;0 д
0%;31 д;01.01.25;31.01.25;01.01.25;31.01.25;31 д;;;4;ИРД;137;400;70;"138;139;140";НД;Заключение Главного управления культурного наследия Московской области о необходимости/отсутствии необходимости проведении экспертизы;;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;138;401;137;;НД;Разведка, государственная историко-культурная экспертиза земельных участков;;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;139;402;137;;НД;Акт государственной историко-культурной экспертизы;;;5;;0 д;0 д
0%;28 д;01.02.25;28.02.25;01.02.25;28.02.25;28 д;;;4;ИРД;140;403;137;;НД;Заключение Главного управления культурного наследия Московской области;;;5;;0 д;0 д
0%;90 д;01.12.24;28.02.25;01.12.24;28.02.25;90 д;;;3;ИРД;141;404;;;НД;Этап .  САНИТАРНО-ЗАЩИТНАЯ ЗОНА;;;4;;0 д;0 д
