"Import_date";"1C_ID_OBJECT";"1C_ID_PODR";"1C_ID_CONTR";"1C_ID_LOT";"DocID";"DocDescription";"InternalID";"CreationDate";"DocNumber";"KrState";"KrStateID";"CONTRID";"CONTR";"KindID";"KindName";"Name";"ObjectID";"ObjectName";"Lot"
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;6293853e-0688-11f1-a55c-005056026d24;a695351d-0688-11f1-a55c-005056026d24;;e007d13d-c741-44d0-8b7f-500379f50ee1;5/Е5/А/КЖ4 от 02.04.2026 Комплект ИД;5/Е5/А/КЖ4;02.04.2026 03:00:00;106;На согласовании;1;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж колон-фундаментов в осях 3/Б-Д, 4/В с отм. -2.950 до отм. +9.350. Блок А";bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;1244aa21-d445-11f0-a55a-005056026d24;696547a0-d4e0-11f0-a55a-005056026d24;;987838fd-dfa9-45f3-b3aa-7ccc64fa82e2;3-КЖ1-Е от 02.02.2026 Комплект ИД;3-КЖ1-Е;01.04.2026 03:00:00;105;Проект;0;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Конструкции железобетонные. Фундаменты. Блок Е.;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;1244aa21-d445-11f0-a55a-005056026d24;696547a0-d4e0-11f0-a55a-005056026d24;;1d0b430b-766d-4e0e-b2c7-ac1d328b40f2;1-КЖ4-Е от 13.02.2026 Комплект ИД;1-КЖ4-Е;01.04.2026 03:00:00;104;Проект;0;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Конструкции железобетонные. Колонны;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;1244aa21-d445-11f0-a55a-005056026d24;696547a0-d4e0-11f0-a55a-005056026d24;;f36c9957-f681-43cb-9b7f-3873b8d5b158;2-КЖ1-Е от 02.02.2026 Комплект ИД;2-КЖ1-Е;31.03.2026 03:00:00;103;Проект;0;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Конструкции железобетонные. Фундаменты. Блок Е.;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;1244aa21-d445-11f0-a55a-005056026d24;696547a0-d4e0-11f0-a55a-005056026d24;;f4fc9585-4b4b-4168-9346-dfe7c959f027;1-КЖ1-Е от 26.01.2026 Комплект ИД;1-КЖ1-Е;30.03.2026 03:00:00;102;Согласован;2;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Конструкции железобетонные. Фундаменты. Блок Е.;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;2481e706-10b7-4fe2-af9c-e6fae511f9a1;№Профл-3  от 13.03.2026 Комплект ИД;№Профл-3 ;27.03.2026 03:00:00;101;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж профилированного листа в осях 8-9 / А-И; 9-14 / А-И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;58269495-2a61-4b14-a032-dbda6a65f67b;№МК-6 от 13.03.2026 Комплект ИД;№МК-6;27.03.2026 03:00:00;100;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж металлоконструкций АБК в осях 1-21/И-К; 3-19/А;  Монтаж металлоконструкций по верхним поясам ферм в осях 3-19/А";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;d94a76cd-1df5-4e97-b17e-dd838aca3280;№ОбрЗас-6 от 13.03.2026 Комплект ИД;№ОбрЗас-6;27.03.2026 03:00:00;99;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство обратной засыпки в осях 14-15 / А-И; 16-20/А-Ж; 12-13/А-И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;72e978ac-eefe-42e4-989d-2fc44a92fbcd;№ГидФ-7 от 13.03.2026 Комплект ИД;№ГидФ-7;27.03.2026 03:00:00;98;На доработке;4;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство обмазочной гидроизоляции сборного фундамента в два слоя в осях 9-12/И-К; 14-18/А;";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;6dba7172-b4fa-4724-8d32-530b3c1f23b8;№Ф-8 от 27.03.2026 Комплект ИД;№Ф-8;27.03.2026 03:00:00;97;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж сборного фундамента в осях 14-18/А; 9-12/И-К";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;a000ee44-358c-45af-9360-3d8c965ccee6;№Пес-8 от 13.03.2026 Комплект ИД;№Пес-8;27.03.2026 03:00:00;96;Согласован;2;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство песчаного основания под фундаменты в осях 9-12/И-К; 14-18/А";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;52ea6a40-16d6-11f1-a55c-005056026d24;;3d38eaa1-1435-433a-b790-0e6f430eb6ab;№Кот-5 от 13.03.2026 Комплект ИД;№Кот-5;27.03.2026 03:00:00;95;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Разработка грунта в осях 3-13 / А;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
14.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;4cb920ca-b0cf-11f0-a55a-005056026d24;098a6250-16f6-11f1-a55c-005056026d24;;1ac845eb-6989-4407-a60b-2728e9842c7b;№ГидЦП-1 от 13.03.2026 Комплект ИД;№ГидЦП-1;27.03.2026 03:00:00;94;На доработке;4;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Устройство обмазочной гидроизоляции цокольных панелей на два слоя в осях 1-9 / А-Ж;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;
