"Import_data";"1C_ID_OBJECT";"1C_ID_DOG";"1C_ID_CONTR";"1C_ID_LOT";"DocID";"DocDescription";"InternalID";"CreationDate";"DocNumber";"KrState";"KrStateID";"CONTRID";"CONTR";"KindID";"KindName";"Name";"ObjectID";"ObjectName";"Lot";"id_Deadline";"Tessa_Teg"
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;80588cf0-fc50-11f0-a55c-005056026d24;cd482ca4-c072-11f0-a55a-005056026d24;;6fa0ba3c-ea61-4604-a56a-bbd2d3e66ab8;45 от 20.04.2026 Предписания;45;20.04.2026 03:00:00;160;На ознакомлении;12;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;80588cf0-fc50-11f0-a55c-005056026d24;cd482ca4-c072-11f0-a55a-005056026d24;;c43e9729-db80-42d2-9f32-729b63e91b9b;45 от 20.04.2026 Предписания;45;20.04.2026 03:00:00;159;Проект;0;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;f800537e-179e-11f1-a55c-005056026d24;cd482ca4-c072-11f0-a55a-005056026d24;;4dbcef27-f78f-4be7-b05c-4ccc5ea0317c;49 от 20.04.2026 Предписания;49;20.04.2026 03:00:00;158;Проект;0;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;f26acbaf-d445-11f0-a55a-005056026d24;2b696512-d445-11f0-a55a-005056026d24;;5f7947ef-4412-40ac-82ed-5fda3c908297;48 от 20.04.2026 Предписания;48;20.04.2026 03:00:00;157;Проект;0;1b516353-25c9-4fc8-ad82-d7b0a893dc3a;М2 ИНЖИНИРИНГ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;a695351d-0688-11f1-a55c-005056026d24;6293853e-0688-11f1-a55c-005056026d24;;707ae3ac-63bf-423e-9603-27f209392c32;47 от 20.04.2026 Предписания;47;20.04.2026 03:00:00;156;Проект;0;57ce9bed-d183-4216-8eaf-e878da5caec2;ПРОФИ СТРОЙ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;696547a0-d4e0-11f0-a55a-005056026d24;1244aa21-d445-11f0-a55a-005056026d24;;a4fd5f62-9afd-4c02-8b47-d9fe168acf97;46 от 20.04.2026 Предписания;46;20.04.2026 03:00:00;155;Проект;0;68aed029-efce-4947-92db-4ccec28916cd;БИ ТУ БИ КОНСТРАКШЕН ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;b41a9834-3a94-11ee-8bdc-0050560209df;80588cf0-fc50-11f0-a55c-005056026d24;cd482ca4-c072-11f0-a55a-005056026d24;;aca254df-9036-49ef-bbff-b13701e2d233;45 от 20.04.2026 Предписания;45;20.04.2026 03:00:00;154;Проект;0;0d9a4788-df37-4fc7-af66-298e4c71b06f;СК СТРОЙМОНТАЖ ООО;347986da-8964-4307-8973-28c22842005c;Предписания;;bc5d5e62-6671-4cbd-84e1-0c85dd9c05c2;Есипово V;;25.04.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;72923cc2-81ae-40d1-bc71-bb54cc40711b;№ГидЦП-1 от 02.04.2026 Комплект ИД;№ГидЦП-1;20.04.2026 03:00:00;153;На доработке;4;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство обмазочной гидроизоляции цокольных панелей в 2 слоя в осях 1-1/2/К; 2/2-8/1/И-К; 8/1-9/2/И-К;";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;d05ce18a-262a-4eb5-9acd-745bfd98dac4;№КР-4 от 16.04.2026 Комплект ИД;№КР-4;20.04.2026 03:00:00;152;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Устройство горизонтальной гидроизоляции кровли;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;fc06238e-a66e-489a-964f-74ea349e7c24;№КР-3 от 16.04.2026 Комплект ИД;№КР-3;20.04.2026 03:00:00;151;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Устройство горизонтальной теплоизоляции кровли 40 мм;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
