"Import_data";"1C_ID_OBJECT";"1C_ID_DOG";"1C_ID_CONTR";"1C_ID_LOT";"DocID";"DocDescription";"InternalID";"CreationDate";"DocNumber";"KrState";"KrStateID";"CONTRID";"CONTR";"KindID";"KindName";"Name";"ObjectID";"ObjectName";"Lot";"id_Deadline";"Tessa_Teg"
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;02b3dad9-378c-45c4-aed6-c35e43846955;№КР-2 от 16.04.2026 Комплект ИД;№КР-2;20.04.2026 03:00:00;150;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;Устройство горизонтальной теплоизоляции кровли 50 мм;28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;4b37c2d2-dd9b-4850-986b-a66aa8b6f727; №КР-1 от 16.04.2026 Комплект ИД; №КР-1;20.04.2026 03:00:00;149;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство горизонтальной пароизоляции кровли; Установка кровельных воронок";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;ff63f0c9-9a45-4f1e-833d-c3ecf20e071f; №УтепДокл-2 от 16.04.2026 Комплект ИД; №УтепДокл-2;20.04.2026 03:00:00;148;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство утеплителя доклевеллеров в осях 1-1/1/И; 9/3-10/И; 10-10/1/И; 11/3-12/И; 12-12/1/И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;f5cf6b11-991b-4443-84d4-90e6c7994af6;АОСР №ГидДокл-2 от 16.04.2026 Комплект ИД;АОСР №ГидДокл-2;20.04.2026 03:00:00;147;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство обмазочной гидроизоляции доклевеллеров в осях 1-1/1/И; 9/3-10/И; 10-10/1/И; 11/3-12/И; 12-12/1/И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;c4412619-c4d4-4bb2-8230-cc3a9a283fe0;№Докл-2 от 16.04.2026 Комплект ИД;№Докл-2;20.04.2026 03:00:00;146;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж фундаментной плиты П-1; Монтаж доклевеллеров ДК-1 в осях 1-1/1/И; 9/3-10/И; 10-10/1/И; 11/3-12/И; 12-12/1/И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;2efdf966-7b66-4b7b-8ceb-02c36e8eed37;№ДоклПес-2 от 16.04.2026 Комплект ИД;№ДоклПес-2;20.04.2026 03:00:00;145;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство песчаного основания фундамента ДК-1 в осях 1-1/1/И; 9/3-10/И; 10-10/1/И; 11/3-12/И; 12-12/1/И";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;d8ca9c42-69eb-4b96-b4b6-692da0598ce4;№Задел.Ш.ЦП-2 от 16.04.2026 Комплект ИД;№Задел.Ш.ЦП-2;20.04.2026 03:00:00;144;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Заделка швов цокольных панелей в осях 1/2/И-К; 2/2/И-К; 9/2 -10/2/И-К; 11/2-12/2/К";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;6616d72d-016f-4d4e-9a0f-910e316c97bb;№ГидЦП-2 от 16.04.2026 Комплект ИД;№ГидЦП-2;20.04.2026 03:00:00;143;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство обмазочной гидроизоляции цокольных панелей в осях 1/2/И-К; 2/2/И-К; 9/2 -10/2/И-К; 11/2-12/2/К";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;3a904049-4563-491e-b433-1de293d92ec8;№ЦП-2 от 16.04.2026 Комплект ИД;№ЦП-2;20.04.2026 03:00:00;142;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Монтаж цокольных панелей в осях 1/2/И-К; 2/2/И-К; 9/2 -10/2/И-К; 11/2-12/2/К";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
21.04.2026;0feb8a44-a0f4-11ef-af7f-0050560209d5;ab5b163b-3805-11f1-a55d-005056026d24;4cb920ca-b0cf-11f0-a55a-005056026d24;;95ba5c5c-4f33-4575-933f-9b0dfd6431a2;№Подл. ЦП-2 от 16.04.2026 Комплект ИД;№Подл. ЦП-2;20.04.2026 03:00:00;141;На согласовании;1;ade8f5f2-3e06-4265-a99b-5df28ec3fba3;АЛЬФА С ООО;6b50bbf7-9383-4eb6-8451-7c27e98cf7fe;Комплект ИД;"Устройство бетонной подливки и заделка швов цокольных панелей герметиком в осях 1/2/И-К; 2/2/И-К; 9/2 -10/2/И-К; 11/2-12/2/К";28efbbf0-238e-4144-9871-f3e90c4d2200;Дмитровский I;;04.05.2026 03:00:00;
